province_en,year,pm25_popwt,pm25_geomean,pop_coverage,geo_coverage,pop_million,pct_pop_ge5,pct_pop_ge10,pct_pop_ge15,pct_pop_ge25,pct_pop_ge35,t2m_mean_c,prec_total_mm,rh_mean_pct,n_city_days,macro_region
Jiangsu,2001,37.3,36.9,100.0,100.0,76.453,100.0,100.0,100.0,99.9,68.5,16.24287671232877,877.06,73.47978082191781,365,East China
Jiangsu,2002,43.0,42.5,100.0,100.0,76.74,100.0,100.0,100.0,100.0,94.3,16.258575342465754,1102.25,75.29167123287671,365,East China
Jiangsu,2003,46.2,45.5,100.0,100.0,77.027,100.0,100.0,100.0,100.0,98.4,15.216520547945207,1428.87,80.18731506849316,365,East China
Jiangsu,2004,45.0,44.3,100.0,100.0,77.313,100.0,100.0,100.0,100.0,92.6,16.440601092896177,949.0899999999999,71.39836065573772,366,East China
Jiangsu,2005,47.3,46.6,100.0,100.0,77.6,100.0,100.0,100.0,100.0,97.2,15.826849315068493,1018.98,73.79838356164383,365,East China
Jiangsu,2006,48.7,48.4,100.0,100.0,77.891,100.0,100.0,100.0,100.0,98.0,16.369095890410957,1089.81,75.81578082191781,365,East China
Jiangsu,2007,51.6,50.8,100.0,100.0,78.182,100.0,100.0,100.0,100.0,98.5,16.612465753424654,1050.9299999999998,75.14849315068494,365,East China
Jiangsu,2008,53.1,52.1,100.0,100.0,78.474,100.0,100.0,100.0,100.0,99.8,15.709234972677596,1023.1800000000001,74.68308743169399,366,East China
Jiangsu,2009,51.1,50.2,100.0,100.0,78.765,100.0,100.0,100.0,100.0,99.1,15.794739726027396,1323.7199999999998,76.2542191780822,365,East China
Jiangsu,2010,48.8,48.3,100.0,100.0,79.056,100.0,100.0,100.0,100.0,97.3,15.208739726027396,1253.23,78.24953424657534,365,East China
Jiangsu,2011,50.1,49.1,100.0,100.0,79.353,100.0,100.0,100.0,100.0,97.7,15.520794520547945,1081.66,72.69586301369863,365,East China
Jiangsu,2012,44.4,44.7,100.0,100.0,79.649,100.0,100.0,100.0,99.8,88.2,15.57909836065574,1029.55,73.28994535519126,366,East China
Jiangsu,2013,56.6,55.1,100.0,100.0,79.946,100.0,100.0,100.0,100.0,99.8,16.19104109589041,943.9499999999999,74.016,365,East China
Jiangsu,2014,60.3,57.7,100.0,100.0,80.242,100.0,100.0,100.0,100.0,100.0,15.93413698630137,1142.63,75.77402739726028,365,East China
Jiangsu,2015,58.5,57.3,100.0,100.0,80.539,100.0,100.0,100.0,100.0,100.0,15.627123287671232,1643.7399999999998,79.10369863013699,365,East China
Jiangsu,2016,51.4,50.5,100.0,100.0,80.748,100.0,100.0,100.0,100.0,99.8,16.07368852459016,1884.75,80.99428961748634,366,East China
Jiangsu,2017,48.0,47.2,100.0,100.0,80.958,100.0,100.0,100.0,100.0,97.8,16.174383561643836,1234.5500000000002,78.50879452054794,365,East China
Jiangsu,2018,46.4,45.6,100.0,100.0,81.167,100.0,100.0,100.0,100.0,95.4,16.54345205479452,1299.72,76.45419178082192,365,East China
Jiangsu,2019,43.7,43.0,100.0,100.0,81.376,100.0,100.0,100.0,99.8,94.4,16.86112328767123,848.5500000000001,71.97594520547946,365,East China
Jiangsu,2020,38.2,38.0,100.0,100.0,81.585,100.0,100.0,100.0,98.8,71.3,16.333360655737707,1695.47,79.77756830601093,366,East China
Jiangsu,2021,35.3,34.6,100.0,100.0,81.585,100.0,100.0,100.0,98.1,48.6,16.939616438356165,1440.77,78.43350684931505,365,East China
Jiangsu,2022,34.4,32.1,100.0,100.0,81.585,100.0,100.0,100.0,98.0,40.6,17.15827397260274,1028.46,72.92232876712329,365,East China
Jiangsu,2023,36.2,33.6,100.0,100.0,81.585,100.0,100.0,100.0,99.1,58.7,16.75254794520548,1292.4099999999999,75.27186301369863,365,East China
Jiangsu,2024,35.5,33.3,100.0,100.0,81.585,100.0,100.0,100.0,98.5,50.3,16.62224043715847,1642.79,80.3787431693989,366,East China
Jiangxi,1998,26.3,25.0,100.0,100.0,40.936,100.0,100.0,100.0,71.3,0.0,18.265287671232876,2008.6599999999999,81.59030136986301,365,East China
Jiangxi,1999,25.1,23.7,100.0,100.0,40.936,100.0,100.0,100.0,53.0,0.0,17.9773698630137,2112.33,79.33309589041096,365,East China
Jiangxi,2000,29.8,28.0,100.0,100.0,40.936,100.0,100.0,100.0,87.8,5.1,17.804945355191258,1496.16,79.82920765027323,366,East China
Jiangxi,2001,31.3,29.4,100.0,100.0,41.332,100.0,100.0,100.0,94.7,9.0,18.00487671232877,1435.35,77.77575342465754,365,East China
Jiangxi,2002,34.0,31.6,100.0,100.0,41.728,100.0,100.0,100.0,97.2,47.3,18.128109589041095,1890.7800000000002,80.66068493150685,365,East China
Jiangxi,2003,38.7,36.2,100.0,100.0,42.124,100.0,100.0,100.0,99.9,73.9,18.13208219178082,1548.38,77.64276712328767,365,East China
Jiangxi,2004,39.4,36.9,100.0,100.0,42.52,100.0,100.0,100.0,99.9,81.2,18.312213114754098,1331.07,73.80959016393442,366,East China
Jiangxi,2005,39.1,36.6,100.0,100.0,42.916,100.0,100.0,100.0,99.9,77.2,17.561013698630134,1827.86,78.34413698630136,365,East China
Jiangxi,2006,41.9,39.3,100.0,100.0,43.294,100.0,100.0,100.0,99.9,91.4,18.06268493150685,1619.6599999999999,79.34158904109589,365,East China
Jiangxi,2007,43.2,40.4,100.0,100.0,43.672,100.0,100.0,100.0,100.0,91.8,18.61890410958904,1131.04,75.22805479452055,365,East China
Jiangxi,2008,44.2,41.0,100.0,100.0,44.051,100.0,100.0,100.0,100.0,93.9,17.77306010928962,1422.9099999999999,76.64295081967214,366,East China
Jiangxi,2009,41.2,38.2,100.0,100.0,44.429,100.0,100.0,100.0,99.9,83.5,18.14627397260274,1312.16,76.72191780821917,365,East China
Jiangxi,2010,39.4,36.2,100.0,100.0,44.807,100.0,100.0,100.0,99.1,72.3,17.484164383561644,2143.04,81.11783561643836,365,East China
Jiangxi,2011,44.2,41.3,100.0,100.0,45.163,100.0,100.0,100.0,100.0,91.3,17.463835616438356,1140.6799999999998,76.43156164383561,365,East China
Jiangxi,2012,43.2,40.5,100.0,100.0,45.519,100.0,100.0,100.0,99.9,92.4,16.972486338797815,2123.19,80.856912568306,366,East China
Jiangxi,2013,41.2,38.2,100.0,100.0,45.874,100.0,100.0,100.0,100.0,79.6,18.232602739726026,1370.5,76.90912328767122,365,East China
Jiangxi,2014,44.4,41.3,100.0,100.0,46.23,100.0,100.0,100.0,100.0,93.2,18.09027397260274,1831.6,79.8386301369863,365,East China
Jiangxi,2015,40.2,37.4,100.0,100.0,46.586,100.0,100.0,100.0,99.8,75.9,17.95794520547945,2145.95,82.21613698630138,365,East China
Jiangxi,2016,37.8,34.7,100.0,100.0,46.86,100.0,100.0,100.0,98.9,65.6,18.252786885245904,2013.0700000000002,83.0301912568306,366,East China
Jiangxi,2017,38.9,35.6,100.0,100.0,47.133,100.0,100.0,100.0,99.5,69.9,18.321616438356166,1843.4299999999998,79.76139726027397,365,East China
Jiangxi,2018,32.4,30.0,100.0,100.0,47.407,100.0,100.0,100.0,94.9,34.7,18.34701369863014,1621.3899999999999,79.20150684931505,365,East China
Jiangxi,2019,31.8,29.5,100.0,100.0,47.681,100.0,100.0,100.0,94.6,27.0,18.403698630136986,1805.8899999999999,78.17638356164383,365,East China
Jiangxi,2020,27.9,25.9,100.0,100.0,47.955,100.0,100.0,100.0,74.9,5.0,18.32390710382514,2390.6,81.8981693989071,366,East China
Jiangxi,2021,26.4,24.7,100.0,100.0,47.955,100.0,100.0,100.0,64.5,0.1,18.970219178082193,1826.5700000000002,79.22065753424658,365,East China
Jiangxi,2022,24.2,21.9,100.0,100.0,47.955,100.0,100.0,99.9,39.1,1.2,18.87635616438356,1666.38,75.86112328767123,365,East China
Jiangxi,2023,26.0,23.6,100.0,100.0,47.955,100.0,100.0,100.0,54.3,4.3,18.963863013698628,1868.7399999999998,78.77243835616439,365,East China
Jiangxi,2024,24.7,22.1,100.0,100.0,47.955,100.0,100.0,100.0,43.7,5.1,18.984945355191257,2013.9499999999998,79.41907103825137,366,East China
Jilin,1998,25.9,22.5,100.0,100.0,27.298,100.0,100.0,100.0,64.7,0.0,6.476657534246576,687.99,69.07068493150685,365,Northeast China
Jilin,1999,21.6,18.5,100.0,100.0,27.298,100.0,100.0,98.8,18.7,0.0,5.194575342465753,509.19,67.70553424657535,365,Northeast China
Jilin,2000,26.2,22.5,100.0,100.0,27.298,100.0,100.0,100.0,63.5,0.4,4.8030874316939896,484.57000000000005,67.64114754098361,366,Northeast China
Jilin,2001,28.3,24.2,100.0,100.0,27.34,100.0,100.0,100.0,77.7,3.1,4.959561643835617,440.76,66.2815890410959,365,Northeast China
Jilin,2002,29.2,25.5,100.0,100.0,27.382,100.0,100.0,100.0,86.5,4.5,5.9621369863013705,530.34,63.99309589041095,365,Northeast China
Jilin,2003,35.7,31.3,100.0,100.0,27.425,100.0,100.0,100.0,97.0,62.2,6.067041095890412,563.9,67.91758904109588,365,Northeast China
Jilin,2004,26.5,22.7,100.0,100.0,27.467,100.0,100.0,100.0,65.0,0.5,6.062650273224045,532.04,67.18076502732241,366,Northeast China
Jilin,2005,28.0,23.9,100.0,100.0,27.509,100.0,100.0,100.0,77.7,1.4,4.541178082191781,714.45,73.30613698630137,365,Northeast China
Jilin,2006,33.7,28.6,100.0,100.0,27.53,100.0,100.0,100.0,90.4,51.0,5.229561643835616,582.3199999999999,69.46298630136985,365,Northeast China
Jilin,2007,34.7,28.6,100.0,100.0,27.552,100.0,100.0,99.9,90.8,55.5,6.498630136986302,489.98,65.65273972602739,365,Northeast China
Jilin,2008,36.9,30.8,100.0,100.0,27.573,100.0,100.0,100.0,94.3,66.7,5.814726775956284,680.3,68.36598360655738,366,Northeast China
Jilin,2009,30.6,26.0,100.0,100.0,27.594,100.0,100.0,100.0,83.4,23.5,5.010301369863014,521.16,67.79005479452053,365,Northeast China
Jilin,2010,29.7,24.3,100.0,100.0,27.615,100.0,100.0,99.9,80.6,20.5,3.8010136986301384,850.27,75.6585205479452,365,Northeast China
Jilin,2011,37.4,30.8,100.0,100.0,27.614,100.0,100.0,100.0,93.0,67.0,4.251287671232877,493.72999999999996,73.11863013698631,365,Northeast China
Jilin,2012,30.9,25.7,100.0,100.0,27.614,100.0,100.0,100.0,87.5,22.0,3.9666666666666663,754.4100000000001,72.60073770491805,366,Northeast China
Jilin,2013,32.2,26.5,100.0,100.0,27.613,100.0,100.0,100.0,86.0,33.1,3.8425479452054794,766.5,79.16580821917807,365,Northeast China
Jilin,2014,43.6,33.5,100.0,100.0,27.613,100.0,100.0,100.0,94.7,76.3,5.5791506849315065,507.78999999999996,70.75399999999999,365,Northeast China
Jilin,2015,45.7,36.6,100.0,100.0,27.612,100.0,100.0,100.0,97.0,86.5,6.012849315068493,528.24,68.63939726027397,365,Northeast China
Jilin,2016,36.4,29.9,100.0,100.0,27.558,100.0,100.0,100.0,93.8,62.8,5.246612021857923,831.72,72.0293169398907,366,Northeast China
Jilin,2017,36.2,28.7,100.0,100.0,27.504,100.0,100.0,100.0,89.0,60.5,5.595506849315069,604.7199999999999,70.43926027397261,365,Northeast China
Jilin,2018,28.8,23.8,100.0,100.0,27.449,100.0,100.0,99.9,78.2,13.1,5.727698630136988,688.78,69.78961643835616,365,Northeast China
Jilin,2019,30.9,26.0,100.0,100.0,27.395,100.0,100.0,100.0,84.2,25.2,6.377561643835616,773.27,69.38816438356164,365,Northeast China
Jilin,2020,33.5,27.0,100.0,100.0,27.341,100.0,100.0,100.0,84.0,50.6,5.170273224043716,784.4599999999999,77.53852459016393,366,Northeast China
Jilin,2021,28.3,23.5,100.0,100.0,27.341,100.0,100.0,99.8,73.7,11.0,5.60495890410959,811.71,78.08610958904109,365,Northeast China
Jilin,2022,26.4,21.6,100.0,100.0,27.341,100.0,100.0,99.7,63.6,3.5,5.393452054794521,836.22,76.69306849315069,365,Northeast China
Jilin,2023,29.7,25.0,100.0,100.0,27.341,100.0,100.0,100.0,82.4,17.3,5.960575342465755,655.3199999999999,74.58906849315069,365,Northeast China
Jilin,2024,32.2,26.8,100.0,100.0,27.341,100.0,100.0,100.0,84.6,36.0,6.251693989071038,968.5200000000001,75.74997267759564,366,Northeast China
Liaoning,1998,31.3,28.1,100.0,100.0,42.347,100.0,100.0,100.0,95.4,21.9,9.141726027397262,653.28,64.58076712328767,365,Northeast China
Liaoning,1999,25.8,23.4,100.0,100.0,42.347,100.0,100.0,100.0,58.5,0.0,8.488164383561644,432.23,61.01279452054795,365,Northeast China
Liaoning,2000,30.2,27.0,100.0,100.0,42.347,100.0,100.0,100.0,91.0,19.2,7.968169398907103,391.22,60.98688524590163,366,Northeast China
Liaoning,2001,36.1,32.4,100.0,100.0,42.497,100.0,100.0,100.0,99.0,53.2,7.819890410958905,474.49999999999994,61.17180821917808,365,Northeast China
Liaoning,2002,31.7,28.9,100.0,100.0,42.648,100.0,100.0,100.0,97.2,20.2,8.51441095890411,520.77,59.9882191780822,365,Northeast China
Liaoning,2003,40.6,37.0,100.0,100.0,42.798,100.0,100.0,100.0,100.0,87.6,8.415232876712329,582.72,64.29638356164384,365,Northeast China
Liaoning,2004,34.7,30.6,100.0,100.0,42.949,100.0,100.0,100.0,99.0,48.9,8.463169398907104,641.1099999999999,64.42204918032787,366,Northeast China
Liaoning,2005,35.9,32.3,100.0,100.0,43.1,100.0,100.0,100.0,99.6,55.9,6.9223561643835625,716.04,69.92657534246574,365,Northeast China
Liaoning,2006,43.3,38.4,100.0,100.0,43.225,100.0,100.0,100.0,99.9,91.1,7.842712328767123,506.16999999999996,66.2370410958904,365,Northeast China
Liaoning,2007,41.8,36.9,100.0,100.0,43.35,100.0,100.0,100.0,99.9,88.3,8.908027397260273,508.86,63.15438356164383,365,Northeast China
Liaoning,2008,45.0,39.4,100.0,100.0,43.476,100.0,100.0,100.0,100.0,94.0,8.231830601092897,594.0799999999999,63.83040983606558,366,Northeast China
Liaoning,2009,41.8,36.3,100.0,100.0,43.601,100.0,100.0,100.0,99.7,85.7,7.710246575342467,541.3000000000001,63.135123287671234,365,Northeast China
Liaoning,2010,36.4,32.0,100.0,100.0,43.726,100.0,100.0,100.0,97.2,63.6,6.7738356164383555,895.35,69.1038904109589,365,Northeast China
Liaoning,2011,43.5,37.8,100.0,100.0,43.824,100.0,100.0,100.0,100.0,90.2,7.122328767123288,512.4100000000001,68.32008219178083,365,Northeast China
Liaoning,2012,36.9,32.2,100.0,100.0,43.922,100.0,100.0,100.0,99.0,62.6,6.613114754098359,795.09,69.15849726775957,366,Northeast China
Liaoning,2013,37.3,32.8,100.0,100.0,44.02,100.0,100.0,100.0,99.5,61.0,7.1554520547945195,707.3,71.5734794520548,365,Northeast China
Liaoning,2014,50.4,42.2,100.0,100.0,44.118,100.0,100.0,100.0,100.0,94.7,8.979342465753424,395.47,62.70605479452055,365,Northeast China
Liaoning,2015,49.8,41.8,100.0,100.0,44.216,100.0,100.0,100.0,100.0,96.4,8.574958904109588,538.0699999999999,63.504684931506844,365,Northeast China
Liaoning,2016,42.3,36.1,100.0,100.0,44.235,100.0,100.0,100.0,100.0,86.7,8.117131147540983,759.8499999999999,65.96729508196721,366,Northeast China
Liaoning,2017,40.2,34.5,100.0,100.0,44.253,100.0,100.0,100.0,99.7,77.2,8.781561643835616,461.84,61.954547945205476,365,Northeast China
Liaoning,2018,34.9,30.1,100.0,100.0,44.271,100.0,100.0,100.0,97.9,45.4,8.479917808219179,581.7199999999999,62.6745205479452,365,Northeast China
Liaoning,2019,37.4,32.1,100.0,100.0,44.29,100.0,100.0,100.0,99.1,64.5,8.686465753424658,825.1199999999999,64.74641095890412,365,Northeast China
Liaoning,2020,36.3,31.3,100.0,100.0,44.308,100.0,100.0,100.0,98.9,52.6,7.969398907103824,825.07,71.71355191256832,366,Northeast China
Liaoning,2021,32.7,28.1,100.0,100.0,44.308,100.0,100.0,100.0,91.9,32.7,8.07572602739726,875.36,73.71117808219178,365,Northeast China
Liaoning,2022,31.0,26.1,100.0,100.0,44.308,100.0,100.0,100.0,86.2,24.6,7.373041095890412,1074.54,74.54106849315068,365,Northeast China
Liaoning,2023,34.3,30.0,100.0,100.0,44.308,100.0,100.0,100.0,97.0,46.9,8.21682191780822,782.64,73.09180821917809,365,Northeast China
Liaoning,2024,34.2,29.8,100.0,100.0,44.308,100.0,100.0,100.0,97.1,43.0,8.569016393442624,1065.19,73.32543715846995,366,Northeast China
Nei Mongol,1998,19.5,17.6,100.0,100.0,24.022,100.0,99.2,78.7,10.2,0.0,5.278712328767123,452.02,56.737753424657534,365,North China
Nei Mongol,1999,17.1,15.5,100.0,100.0,24.022,100.0,96.7,65.3,1.4,0.0,5.318712328767123,255.23000000000002,51.103726027397265,365,North China
Nei Mongol,2000,20.5,17.5,100.0,100.0,24.022,100.0,100.0,83.7,19.8,0.0,4.280765027322404,282.42,52.14625683060109,366,North China
Nei Mongol,2001,20.9,17.6,100.0,100.0,24.133,100.0,99.3,76.4,29.3,0.0,4.837534246575342,271.42,50.457287671232876,365,North China
Nei Mongol,2002,21.8,18.3,100.0,100.0,24.243,100.0,100.0,86.4,32.8,0.0,4.676821917808219,409.09000000000003,55.13545205479453,365,North China
Nei Mongol,2003,28.7,25.5,100.0,100.0,24.354,100.0,100.0,100.0,79.4,8.4,3.8311232876712324,540.6800000000001,62.55676712328768,365,North China
Nei Mongol,2004,22.0,17.8,100.0,100.0,24.464,100.0,99.3,80.3,37.5,0.0,4.383715846994535,374.08,57.26106557377049,366,North China
Nei Mongol,2005,22.4,17.2,100.0,100.0,24.575,100.0,99.6,80.4,43.3,0.0,4.270328767123288,229.43,52.100986301369865,365,North China
Nei Mongol,2006,25.9,19.8,100.0,100.0,24.683,100.0,100.0,89.5,57.8,9.1,5.061452054794521,277.6,51.983506849315056,365,North China
Nei Mongol,2007,25.7,19.8,100.0,100.0,24.792,100.0,99.6,87.2,57.8,9.1,5.255315068493151,263.62,52.56150684931507,365,North China
Nei Mongol,2008,26.4,21.0,100.0,100.0,24.9,100.0,100.0,99.7,61.2,2.9,3.848387978142076,451.38,57.40472677595628,366,North China
Nei Mongol,2009,24.8,18.7,100.0,100.0,25.009,100.0,99.9,83.5,54.1,5.4,4.3677534246575345,228.78000000000003,52.5382191780822,365,North China
Nei Mongol,2010,25.2,19.0,100.0,100.0,25.117,100.0,99.9,87.3,57.1,3.4,3.866657534246576,394.18000000000006,54.56230136986301,365,North China
Nei Mongol,2011,27.7,19.9,100.0,100.0,25.224,100.0,100.0,89.8,65.5,23.0,3.9938082191780824,206.56,54.1475890410959,365,North China
Nei Mongol,2012,26.6,19.6,100.0,100.0,25.331,100.0,100.0,87.6,61.1,16.0,3.082540983606557,496.22,58.41546448087431,366,North China
Nei Mongol,2013,23.0,17.1,100.0,100.0,25.438,100.0,96.1,81.0,47.0,1.3,4.517260273972602,444.08000000000004,57.29827397260275,365,North China
Nei Mongol,2014,28.2,19.8,100.0,100.0,25.544,100.0,100.0,93.3,62.3,25.0,5.216136986301369,353.0,54.04739726027397,365,North China
Nei Mongol,2015,31.6,23.6,100.0,100.0,25.651,100.0,100.0,99.9,73.9,34.3,4.967452054794521,354.11999999999995,56.0271506849315,365,North China
Nei Mongol,2016,27.3,20.4,100.0,100.0,25.727,100.0,100.0,95.6,58.7,18.8,4.356174863387978,470.29,59.633797814207654,366,North China
Nei Mongol,2017,26.0,17.5,100.0,100.0,25.803,100.0,99.8,87.1,50.4,17.1,5.315698630136986,335.62,55.01156164383562,365,North China
Nei Mongol,2018,24.9,18.6,100.0,100.0,25.879,100.0,100.0,87.9,50.5,13.0,4.727643835616439,473.01,56.864164383561636,365,North China
Nei Mongol,2019,23.9,17.6,100.0,100.0,25.954,100.0,100.0,88.2,42.1,13.7,4.993397260273973,448.8,56.712547945205486,365,North China
Nei Mongol,2020,25.1,17.5,100.0,100.0,26.03,100.0,99.9,86.5,47.3,15.1,4.602431693989072,429.2,59.14213114754097,366,North China
Nei Mongol,2021,24.5,18.8,100.0,100.0,26.03,100.0,100.0,90.0,51.7,2.3,5.132630136986301,383.74,58.11084931506849,365,North China
Nei Mongol,2022,22.9,17.8,100.0,100.0,26.03,100.0,100.0,89.0,37.8,3.9,5.06786301369863,313.88,54.29621917808219,365,North China
Nei Mongol,2023,26.8,20.0,100.0,100.0,26.03,100.0,100.0,98.1,59.4,11.5,5.460602739726028,341.93,54.145315068493154,365,North China
Nei Mongol,2024,26.3,20.5,100.0,100.0,26.03,100.0,100.0,98.9,53.1,10.0,5.560081967213115,678.9000000000001,64.64516393442622,366,North China
Ningxia Hui,1998,23.9,22.1,100.0,100.0,5.588,100.0,100.0,99.8,45.9,0.0,10.078794520547945,238.45,45.67780821917809,365,Northwest China
Ningxia Hui,1999,23.2,21.9,100.0,100.0,5.588,100.0,100.0,100.0,26.7,0.0,9.919424657534247,174.45,41.05282191780822,365,Northwest China
Ningxia Hui,2000,29.1,27.9,100.0,100.0,5.588,100.0,100.0,100.0,95.0,0.0,9.317513661202186,139.39,42.104972677595626,366,Northwest China
Ningxia Hui,2001,31.8,30.1,100.0,100.0,5.659,100.0,100.0,100.0,100.0,15.7,9.373041095890411,204.97,44.05093150684932,365,Northwest China
Ningxia Hui,2002,29.6,27.5,100.0,100.0,5.73,100.0,100.0,100.0,94.5,4.1,9.443999999999999,287.40999999999997,47.56008219178082,365,Northwest China
Ningxia Hui,2003,31.5,29.2,100.0,100.0,5.801,100.0,100.0,100.0,99.5,17.6,9.207671232876713,213.68,47.05128767123288,365,Northwest China
Ningxia Hui,2004,29.4,26.7,100.0,100.0,5.872,100.0,100.0,100.0,89.6,12.3,9.311229508196721,170.00000000000003,43.128989071038255,366,Northwest China
Ningxia Hui,2005,31.8,29.3,100.0,100.0,5.944,100.0,100.0,100.0,99.8,20.0,9.362356164383563,108.01,41.20164383561644,365,Northwest China
Ningxia Hui,2006,37.0,34.4,100.0,100.0,6.022,100.0,100.0,100.0,100.0,61.9,10.027452054794521,186.12,43.123698630136985,365,Northwest China
Ningxia Hui,2007,35.3,32.1,100.0,100.0,6.101,100.0,100.0,100.0,99.7,47.3,9.570219178082192,238.39,45.90868493150685,365,Northwest China
Ningxia Hui,2008,33.7,31.0,100.0,100.0,6.18,100.0,100.0,100.0,99.5,42.8,8.869863387978143,195.15,45.0370218579235,366,Northwest China
Ningxia Hui,2009,33.3,30.6,100.0,100.0,6.259,100.0,100.0,100.0,100.0,43.7,9.40786301369863,177.64,44.70758904109589,365,Northwest China
Ningxia Hui,2010,34.3,30.8,100.0,100.0,6.337,100.0,100.0,100.0,99.9,43.5,8.965232876712328,207.45,45.55805479452055,365,Northwest China
Ningxia Hui,2011,38.7,34.8,100.0,100.0,6.424,100.0,100.0,100.0,100.0,71.5,8.771315068493152,185.42,46.85827397260273,365,Northwest China
Ningxia Hui,2012,37.6,32.7,100.0,100.0,6.511,100.0,100.0,100.0,100.0,55.9,8.573469945355193,276.9,47.042841530054645,366,Northwest China
Ningxia Hui,2013,33.2,29.5,100.0,100.0,6.597,100.0,100.0,100.0,99.7,36.0,10.020054794520547,167.52,42.27684931506849,365,Northwest China
Ningxia Hui,2014,36.2,30.8,100.0,100.0,6.684,100.0,100.0,100.0,99.5,52.4,9.800794520547946,195.76999999999998,44.262383561643844,365,Northwest China
Ningxia Hui,2015,38.8,33.9,100.0,100.0,6.771,100.0,100.0,100.0,100.0,65.0,9.943041095890411,230.67000000000002,46.26512328767124,365,Northwest China
Ningxia Hui,2016,36.9,31.4,100.0,100.0,6.858,100.0,100.0,100.0,100.0,56.8,9.613333333333332,271.29999999999995,50.14934426229508,366,Northwest China
Ningxia Hui,2017,36.1,30.6,100.0,100.0,6.945,100.0,100.0,100.0,100.0,55.9,10.05813698630137,245.56999999999996,47.03213698630138,365,Northwest China
Ningxia Hui,2018,33.6,30.1,100.0,100.0,7.032,100.0,100.0,100.0,99.3,37.2,9.564493150684932,302.4,48.11917808219178,365,Northwest China
Ningxia Hui,2019,28.8,24.5,100.0,100.0,7.118,100.0,100.0,100.0,69.5,15.2,9.800082191780822,200.54,48.75265753424658,365,Northwest China
Ningxia Hui,2020,31.4,26.0,100.0,100.0,7.205,100.0,100.0,100.0,77.0,34.6,9.813114754098361,228.96999999999997,46.06306010928962,366,Northwest China
Ningxia Hui,2021,28.9,25.0,100.0,100.0,7.205,100.0,100.0,100.0,71.6,11.5,10.179424657534247,200.33999999999997,45.67816438356164,365,Northwest China
Ningxia Hui,2022,35.0,28.9,100.0,100.0,7.205,100.0,100.0,100.0,96.7,46.3,10.169452054794522,302.88,47.51895890410958,365,Northwest China
Ningxia Hui,2023,34.3,28.7,100.0,100.0,7.205,100.0,100.0,100.0,96.4,44.7,10.36476712328767,169.8,44.90830136986301,365,Northwest China
Ningxia Hui,2024,34.0,28.2,100.0,100.0,7.205,100.0,100.0,100.0,93.9,44.4,10.620737704918032,408.72,53.46939890710382,366,Northwest China
Qinghai,1998,17.5,11.6,100.0,100.0,4.914,100.0,94.9,75.1,1.8,0.0,6.0099178082191775,411.61,48.745315068493156,365,Northwest China
Qinghai,1999,18.0,12.4,100.0,100.0,4.914,100.0,98.9,73.8,15.4,0.0,5.402438356164383,440.52,50.5525205479452,365,Northwest China
Qinghai,2000,25.4,14.9,100.0,100.0,4.914,100.0,99.5,90.1,55.1,5.5,5.001612021857923,395.96000000000004,51.53778688524591,366,Northwest China
Qinghai,2001,27.9,16.7,100.0,100.0,4.986,100.0,99.9,94.2,65.9,19.1,5.305671232876712,437.3,51.19443835616438,365,Northwest China
Qinghai,2002,26.9,14.6,100.0,100.0,5.059,100.0,98.9,93.2,57.9,20.6,5.363671232876713,433.61,52.76117808219178,365,Northwest China
Qinghai,2003,28.3,15.8,100.0,100.0,5.131,100.0,96.6,93.1,72.2,20.9,5.142328767123288,586.48,55.35320547945206,365,Northwest China
Qinghai,2004,27.3,15.3,100.0,100.0,5.204,100.0,96.4,93.2,59.1,20.8,4.998633879781421,472.75,53.978415300546445,366,Northwest China
Qinghai,2005,29.1,14.5,100.0,100.0,5.276,100.0,98.8,91.2,67.2,28.7,4.966164383561643,530.53,56.82704109589041,365,Northwest China
Qinghai,2006,30.0,15.4,100.0,100.0,5.353,100.0,99.5,92.4,75.0,30.7,5.733808219178083,426.86,53.73312328767123,365,Northwest China
Qinghai,2007,31.3,17.1,100.0,100.0,5.43,100.0,99.1,93.3,75.0,35.0,5.297178082191781,578.9100000000001,56.021232876712325,365,Northwest China
Qinghai,2008,31.2,17.3,100.0,100.0,5.507,100.0,99.6,92.4,74.5,34.0,4.858196721311475,469.27,55.00251366120218,366,Northwest China
Qinghai,2009,30.3,16.1,100.0,100.0,5.584,100.0,99.2,92.0,76.3,30.1,5.359698630136986,520.3599999999999,54.61435616438356,365,Northwest China
Qinghai,2010,29.7,16.1,100.0,100.0,5.661,100.0,99.9,92.3,69.5,26.3,5.500739726027398,471.30999999999995,52.793232876712324,365,Northwest China
Qinghai,2011,33.6,17.0,100.0,100.0,5.743,100.0,98.2,92.4,78.5,50.8,4.864191780821917,478.1,55.28476712328768,365,Northwest China
Qinghai,2012,30.3,16.4,100.0,100.0,5.825,100.0,100.0,92.5,68.7,31.7,4.326939890710382,530.31,58.6291256830601,366,Northwest China
Qinghai,2013,30.3,15.5,100.0,100.0,5.907,100.0,99.5,91.0,71.6,31.1,5.6324657534246585,439.92999999999995,52.181041095890414,365,Northwest China
Qinghai,2014,33.8,16.4,100.0,100.0,5.988,100.0,100.0,92.2,70.2,39.4,5.099890410958904,511.99999999999994,54.84509589041096,365,Northwest China
Qinghai,2015,36.0,23.9,100.0,100.0,6.07,100.0,100.0,98.4,85.3,56.0,5.680767123287671,372.48,53.58271232876713,365,Northwest China
